id,doi,originalTitle,title,authorString,authorAffiliations,journalTitle,pubYear,isOpenAccess,keywords,nationalPriorities,healthCategories,abstract,urls
30969971,https://doi.org/10.1371/journal.pone.0213435,Are active children and young people at increased risk of injuries resulting in hospital admission or accident and emergency department attendance? Analysis of linked cohort and electronic hospital records in Wales and Scotland,Are active children and young people at increased risk of injuries resulting in hospital admission or accident and emergency department attendance? Analysis of linked cohort and electronic hospital records in Wales and Scotland.,"Griffiths LJ, Cortina-Borja M, Tingay K, Bandyopadhyay A, Akbari A, DeStavola BL, Bedford H, Lyons RA, Dezateux C.",,PloS one,2019,Y,,Improving Public Health,,"INTRODUCTION:Children and young people (CYP) are encouraged to increase time spent being physically active, especially in moderate and vigorous intensity pursuits. However, there is limited evidence on the prospective association of activity levels with injuries resulting in use of hospital services. We examined the relationship between objectively-measured physical activity (PA) and subsequent injuries resulting in hospital admissions or accident and emergency department (A&E) attendances, using linked electronic hospital records (EHR) from a nationally representative prospective cohort of CYP in Wales and Scotland. METHODS:We analysed accelerometer-based estimates of moderate to vigorous (MVPA) and vigorous PA (VPA) from 1,585 (777 [46%] boys) seven-year-old Millennium Cohort Study members, living in Wales or Scotland, whose parents consented to linkage of cohort records to EHRs up until their 14th birthday. Negative binomial regression models adjusted by potential individual, household and area-level confounders, were fitted to estimate associations between average daily minutes of MVPA, and VPA (in 10-minute increments), and number of injury-related hospital admissions and/or A&E attendances from age nine to 14 years. RESULTS:CYP spent a median of 59.5 and 18.1 minutes in MVPA and VPA/day respectively, with boys significantly more active than girls; 47.3% of children experienced at least one injury-related admission or A&E attendance during the study period. Rates of injury-related hospital admission and/or A&E attendance were positively associated with MVPA and VPA in boys but not in girls: respective adjusted incidence rate ratios (95% CI) for boys: 1.09 (1.01, 1.17) and 1.16 (1.00, 1.34), and for girls: 0.94 (0.86, 1.03) and 0.85 (0.69, 1.04). CONCLUSION:Boys but not girls who engage in more intense PA at age seven years are at higher risk of injury-related hospital admission or A&E attendance when aged nine to 14 years than their less active peers. This may reflect gender differences in the type and associated risks of activities undertaken. EHRs can make a useful contribution to injury surveillance and prevention if routinely augmented with information on context and setting of the injuries sustained. Injury prevention initiatives should not discourage engagement in PA and outdoor play given their over-riding health and social benefits.",doi:https://doi.org/10.1371/journal.pone.0213435; html:https://europepmc.org/articles/PMC6457613; pdf:https://europepmc.org/articles/PMC6457613?pdf=render
30950797,https://doi.org/10.2196/12286,Applications of Machine Learning in Real-Life Digital Health Interventions: Review of the Literature,Applications of Machine Learning in Real-Life Digital Health Interventions: Review of the Literature.,"Triantafyllidis AK, Tsanas A.",,Journal of medical Internet research,2019,Y,Artificial intelligence; Review; data mining; Telemedicine; Machine Learning; Digital Health,Applied Analytics,,"BACKGROUND:Machine learning has attracted considerable research interest toward developing smart digital health interventions. These interventions have the potential to revolutionize health care and lead to substantial outcomes for patients and medical professionals. OBJECTIVE:Our objective was to review the literature on applications of machine learning in real-life digital health interventions, aiming to improve the understanding of researchers, clinicians, engineers, and policy makers in developing robust and impactful data-driven interventions in the health care domain. METHODS:We searched the PubMed and Scopus bibliographic databases with terms related to machine learning, to identify real-life studies of digital health interventions incorporating machine learning algorithms. We grouped those interventions according to their target (ie, target condition), study design, number of enrolled participants, follow-up duration, primary outcome and whether this had been statistically significant, machine learning algorithms used in the intervention, and outcome of the algorithms (eg, prediction). RESULTS:Our literature search identified 8 interventions incorporating machine learning in a real-life research setting, of which 3 (37%) were evaluated in a randomized controlled trial and 5 (63%) in a pilot or experimental single-group study. The interventions targeted depression prediction and management, speech recognition for people with speech disabilities, self-efficacy for weight loss, detection of changes in biopsychosocial condition of patients with multiple morbidity, stress management, treatment of phantom limb pain, smoking cessation, and personalized nutrition based on glycemic response. The average number of enrolled participants in the studies was 71 (range 8-214), and the average follow-up study duration was 69 days (range 3-180). Of the 8 interventions, 6 (75%) showed statistical significance (at the P=.05 level) in health outcomes. CONCLUSIONS:This review found that digital health interventions incorporating machine learning algorithms in real-life studies can be useful and effective. Given the low number of studies identified in this review and that they did not follow a rigorous machine learning evaluation methodology, we urge the research community to conduct further studies in intervention settings following evaluation principles and demonstrating the potential of machine learning in clinical practice.",doi:https://doi.org/10.2196/12286; html:https://europepmc.org/articles/PMC6473205
30941398,https://doi.org/10.1093/aje/kwz090,Determinants of Transmission Risk During the Late Stage of the West African Ebola Epidemic,Determinants of Transmission Risk During the Late Stage of the West African Ebola Epidemic.,"Robert A, Edmunds WJ, Watson CH, Henao-Restrepo AM, Gsell PS, Williamson E, Longini IM, Sakoba K, Kucharski AJ, Touré A, Nadlaou SD, Diallo B, Barry MS, Fofana TO, Camara L, Kaba IL, Sylla L, Diaby ML, Soumah O, Diallo A, Niare A, Diallo A, Eggo RM.",,American journal of epidemiology,2019,Y,Regression analysis; Guinea; risk factors; Multiple Imputation; Ebola,"Applied Analytics, Improving Public Health",,"Understanding risk factors for Ebola transmission is key for effective prediction and design of interventions. We used data on 860 cases in 129 chains of transmission from the latter half of the 2013-2016 Ebola epidemic in Guinea. Using negative binomial regression, we determined characteristics associated with the number of secondary cases resulting from each infected individual. We found that attending an Ebola treatment unit was associated with a 38% decrease in secondary cases (incidence rate ratio (IRR) = 0.62, 95% confidence interval (CI): 0.38, 0.99) among individuals that did not survive. Unsafe burial was associated with a higher number of secondary cases (IRR = 1.82, 95% CI: 1.10, 3.02). The average number of secondary cases was higher for the first generation of a transmission chain (mean = 1.77) compared with subsequent generations (mean = 0.70). Children were least likely to transmit (IRR = 0.35, 95% CI: 0.21, 0.57) compared with adults, whereas older adults were associated with higher numbers of secondary cases. Men were less likely to transmit than women (IRR = 0.71, 95% CI: 0.55, 0.93). This detailed surveillance data set provided an invaluable insight into transmission routes and risks. Our analysis highlights the key role that age, receiving treatment, and safe burial played in the spread of EVD.",doi:https://doi.org/10.1093/aje/kwz090; html:https://europepmc.org/articles/PMC6601535; pdf:https://europepmc.org/articles/PMC6601535?pdf=render
30940752,https://doi.org/10.1136/bmjopen-2018-023232,Using natural language processing to extract structured epilepsy data from unstructured clinic letters: development and validation of the ExECT (extraction of epilepsy clinical text) system,Using natural language processing to extract structured epilepsy data from unstructured clinic letters: development and validation of the ExECT (extraction of epilepsy clinical text) system.,"Fonferko-Shadrach B, Lacey AS, Roberts A, Akbari A, Thompson S, Ford DV, Lyons RA, Rees MI, Pickrell WO.",,BMJ open,2019,Y,Epilepsy; Validation; Information Extraction; Natural Language Processing,Applied Analytics,,"OBJECTIVE:Routinely collected healthcare data are a powerful research resource but often lack detailed disease-specific information that is collected in clinical free text, for example, clinic letters. We aim to use natural language processing techniques to extract detailed clinical information from epilepsy clinic letters to enrich routinely collected data. DESIGN:We used the general architecture for text engineering (GATE) framework to build an information extraction system, ExECT (extraction of epilepsy clinical text), combining rule-based and statistical techniques. We extracted nine categories of epilepsy information in addition to clinic date and date of birth across 200 clinic letters. We compared the results of our algorithm with a manual review of the letters by an epilepsy clinician. SETTING:De-identified and pseudonymised epilepsy clinic letters from a Health Board serving half a million residents in Wales, UK. RESULTS:We identified 1925 items of information with overall precision, recall and F1 score of 91.4%, 81.4% and 86.1%, respectively. Precision and recall for epilepsy-specific categories were: epilepsy diagnosis (88.1%, 89.0%), epilepsy type (89.8%, 79.8%), focal seizures (96.2%, 69.7%), generalised seizures (88.8%, 52.3%), seizure frequency (86.3%-53.6%), medication (96.1%, 94.0%), CT (55.6%, 58.8%), MRI (82.4%, 68.8%) and electroencephalogram (81.5%, 75.3%). CONCLUSIONS:We have built an automated clinical text extraction system that can accurately extract epilepsy information from free text in clinic letters. This can enhance routinely collected data for research in the UK. The information extracted with ExECT such as epilepsy type, seizure frequency and neurological investigations are often missing from routinely collected data. We propose that our algorithm can bridge this data gap enabling further epilepsy research opportunities. While many of the rules in our pipeline were tailored to extract epilepsy specific information, our methods can be applied to other diseases and also can be used in clinical practice to record patient information in a structured manner.",doi:https://doi.org/10.1136/bmjopen-2018-023232; html:https://europepmc.org/articles/PMC6500195; pdf:https://europepmc.org/articles/PMC6500195?pdf=render
30984759,https://doi.org/10.3389/fmed.2019.00048,Direct-to-consumer genetic testing’s red herring: “Genetic ancestry” and personalized medicine,"Direct-to-Consumer Genetic Testing's Red Herring: ""Genetic Ancestry"" and Personalized Medicine.","Blell M, Hunter MA.",,Frontiers in medicine,2019,Y,RACE; Ethics; Ethnicity; Genetic Testing; Personalized Medicine,Understanding the Causes of Disease,,"The growth in the direct-to-consumer genetic testing industry poses a number of challenges for healthcare practice, among a number of other areas of concern. Several companies providing this service send their customers reports including information variously referred to as genetic ethnicity, genetic heritage, biogeographic ancestry, and genetic ancestry. In this article, we argue that such information should not be used in healthcare consultations or to assess health risks. Far from representing a move toward personalized medicine, use of this information poses risks both to patients as individuals and to racialized ethnic groups because of the way it misrepresents human genetic diversity.",doi:https://doi.org/10.3389/fmed.2019.00048; html:https://europepmc.org/articles/PMC6449432; pdf:https://europepmc.org/articles/PMC6449432?pdf=render
30921401,https://doi.org/10.1371/journal.pone.0214607,Effect of impregnated central venous catheters on thrombosis in paediatric intensive care: Post-hoc analyses of the CATCH trial,Effect of impregnated central venous catheters on thrombosis in paediatric intensive care: Post-hoc analyses of the CATCH trial.,"Wu Y, Fraser C, Gilbert R, Mok Q.",,PloS one,2019,Y,,"Better, Faster and More Efficient Clinical Trials",,"PURPOSE:The CATheter infections in CHildren (CATCH) trial reported reduced risks of bloodstream infection with antibiotic impregnated compared with heparin-bonded or standard central venous catheters (CVC) in paediatric intensive care. CVC impregnation did not increase the risk of thrombosis which was recorded in 24% of participants. This post-hoc analysis determines the effect of CVC impregnation on the risk of thrombosis leading to CVC removal or swollen limb. METHODS:We analysed patients in the CATCH trial, blind to CVC allocation, to define clinically relevant thrombosis based on the clinical sign most frequently recorded in patients where the CVC was removed because of concerns regarding thrombosis. In post-hoc, three-way comparisons of antibiotic, heparin and standard CVCs, we determined the effect of CVC type on time to clinically relevant thrombosis, using Cox proportional hazards regression. RESULTS:Of 1409 participants with a successful CVC insertion, the sign most frequently resulting in CVC removal was swollen limb (37.6%; 41/109), with lower rates of removal of CVC following 2 episodes of difficulty withdrawing blood or of flushing to unblock the CVC. In intention to treat analyses (n = 1485), clinically relevant thrombosis, defined by 1 or more record of swollen limb or CVC removal due to concerns about thrombosis, was recorded in 11.9% (58/486) of antibiotic CVCs, 12.1% (60/497) of heparin CVCs, and 10.2% (51/502) of standard CVCs. We found no differences in time to clinically relevant thrombosis according to type of CVC. CONCLUSIONS:We found no evidence for an increased risk of clinically relevant thrombosis in antibiotic impregnated compared to heparin-bonded or standard CVCs in children receiving intensive care.",doi:https://doi.org/10.1371/journal.pone.0214607; html:https://europepmc.org/articles/PMC6438638; pdf:https://europepmc.org/articles/PMC6438638?pdf=render
31995663,https://doi.org/10.1111/cts.12725,Using Real-World Data to Guide Ustekinumab Dosing Strategies for Psoriasis: A Prospective Pharmacokinetic-Pharmacodynamic Study,Using Real-World Data to Guide Ustekinumab Dosing Strategies for Psoriasis: A Prospective Pharmacokinetic-Pharmacodynamic Study.,"Pan S, Tsakok T, Dand N, Lonsdale DO, Loeff FC, Bloem K, de Vries A, Baudry D, Duckworth M, Mahil S, Pushpa-Rajah A, Russell A, Alsharqi A, Becher G, Murphy R, Wahie S, Wright A, Griffiths CEM, Reynolds NJ, Barker J, Warren RB, David Burden A, Rispens T, Standing JF, Smith CH, BADBIR Study Group, the BSTOP Study Group, the PSORT Consortium.",,Clinical and translational science,2020,Y,,,skin,"Variation in response to biologic therapy for inflammatory diseases, such as psoriasis, is partly driven by variation in drug exposure. Real-world psoriasis data were used to develop a pharmacokinetic/pharmacodynamic (PK/PD) model for the first-line therapeutic antibody ustekinumab. The impact of differing dosing strategies on response was explored. Data were collected from a UK prospective multicenter observational cohort (491 patients on ustekinumab monotherapy, drug levels, and anti-drug antibody measurements on 797 serum samples, 1,590 measurements of Psoriasis Area Severity Index (PASI)). Ustekinumab PKs were described with a linear one-compartment model. A maximum effect (Emax ) model inhibited progression of psoriatic skin lesions in the turnover PD mechanism describing PASI evolution while on treatment. A mixture model on half-maximal effective concentration identified a potential nonresponder group, with simulations suggesting that, in future, the model could be incorporated into a Bayesian therapeutic drug monitoring ""dashboard"" to individualize dosing and improve treatment outcomes.",doi:https://doi.org/10.1111/cts.12725; html:https://europepmc.org/articles/PMC7070790; pdf:https://europepmc.org/articles/PMC7070790?pdf=render
30887727,https://doi.org/10.1002/ppul.24314,Physical activity among children with asthma: Cross-sectional analysis in the UK millennium cohort,Physical activity among children with asthma: Cross-sectional analysis in the UK millennium cohort.,"Pike KC, Griffiths LJ, Dezateux C, Pearce A.",,Pediatric pulmonology,2019,Y,Children; Cohort study; epidemiology; Physical Activity; Asthma And Early Wheeze,Improving Public Health,,"BACKGROUND:Although beneficial for health and well-being, most children do not achieve recommended levels of physical activity. Evidence for children with asthma is mixed, with symptom severity rarely considered. This paper aimed to address this gap. METHODS:We analyzed cross-sectional associations between physical activity and parent-reported asthma symptoms and severity for 6497 UK Millennium Cohort Study 7-year-old participants (3321, [49%] girls). Primary outcomes were daily moderate-to-vigorous physical activity (MVPA, minutes) and proportion of children achieving recommended minimum daily levels of 60 minutes of MVPA. Daily steps, sedentary time, and total activity counts per minute (cpm) were recorded, as were parent-reported asthma symptoms, medications, and recent hospital admissions. Associations were investigated using quantile (continuous outcomes) and Poisson (binary outcomes) regression, adjusting for demographic, socioeconomic, health, and environmental factors. RESULTS:Neither asthma status nor severity was associated with MVPA; children recently hospitalized for asthma were less likely to achieve recommended daily MVPA (risk ratio [95% confidence interval [CI]]: 0.67 [0.44, 1.03]). Recent wheeze, current asthma, and severe asthma symptoms were associated with fewer sedentary hours (difference in medians [95% CI]: -0.18 [-0.27, -0.08]; -0.14 [-0.24, -0.05]; -0.15, [-0.28, -0.02], respectively) and hospital admission with lower total activity (-48 cpm [-68, -28]). CONCLUSION:Children with asthma are as physically active as their asthma-free counterparts, while those recently hospitalized for asthma are less active. Qualitative studies are needed to understand the perceptions of children and families about physical activity following hospital admission and to inform support and advice needed to maintain active lifestyles for children with asthma.",doi:https://doi.org/10.1002/ppul.24314; html:https://europepmc.org/articles/PMC6617805; pdf:https://europepmc.org/articles/PMC6617805?pdf=render
30879893,https://doi.org/10.1016/s1474-4422(18)30499-x,"Global, regional, and national burden of neurological disorders, 1990-2016: a systematic analysis for the Global Burden of Disease Study 2016","Global, regional, and national burden of neurological disorders, 1990-2016: a systematic analysis for the Global Burden of Disease Study 2016.",GBD 2016 Neurology Collaborators.,,The Lancet. Neurology,2019,Y,,Improving Public Health,,"BACKGROUND:Neurological disorders are increasingly recognised as major causes of death and disability worldwide. The aim of this analysis from the Global Burden of Diseases, Injuries, and Risk Factors Study (GBD) 2016 is to provide the most comprehensive and up-to-date estimates of the global, regional, and national burden from neurological disorders. METHODS:We estimated prevalence, incidence, deaths, and disability-adjusted life-years (DALYs; the sum of years of life lost [YLLs] and years lived with disability [YLDs]) by age and sex for 15 neurological disorder categories (tetanus, meningitis, encephalitis, stroke, brain and other CNS cancers, traumatic brain injury, spinal cord injury, Alzheimer's disease and other dementias, Parkinson's disease, multiple sclerosis, motor neuron diseases, idiopathic epilepsy, migraine, tension-type headache, and a residual category for other less common neurological disorders) in 195 countries from 1990 to 2016. DisMod-MR 2.1, a Bayesian meta-regression tool, was the main method of estimation of prevalence and incidence, and the Cause of Death Ensemble model (CODEm) was used for mortality estimation. We quantified the contribution of 84 risks and combinations of risk to the disease estimates for the 15 neurological disorder categories using the GBD comparative risk assessment approach. FINDINGS:Globally, in 2016, neurological disorders were the leading cause of DALYs (276 million [95% UI 247-308]) and second leading cause of deaths (9·0 million [8·8-9·4]). The absolute number of deaths and DALYs from all neurological disorders combined increased (deaths by 39% [34-44] and DALYs by 15% [9-21]) whereas their age-standardised rates decreased (deaths by 28% [26-30] and DALYs by 27% [24-31]) between 1990 and 2016. The only neurological disorders that had a decrease in rates and absolute numbers of deaths and DALYs were tetanus, meningitis, and encephalitis. The four largest contributors of neurological DALYs were stroke (42·2% [38·6-46·1]), migraine (16·3% [11·7-20·8]), Alzheimer's and other dementias (10·4% [9·0-12·1]), and meningitis (7·9% [6·6-10·4]). For the combined neurological disorders, age-standardised DALY rates were significantly higher in males than in females (male-to-female ratio 1·12 [1·05-1·20]), but migraine, multiple sclerosis, and tension-type headache were more common and caused more burden in females, with male-to-female ratios of less than 0·7. The 84 risks quantified in GBD explain less than 10% of neurological disorder DALY burdens, except stroke, for which 88·8% (86·5-90·9) of DALYs are attributable to risk factors, and to a lesser extent Alzheimer's disease and other dementias (22·3% [11·8-35·1] of DALYs are risk attributable) and idiopathic epilepsy (14·1% [10·8-17·5] of DALYs are risk attributable). INTERPRETATION:Globally, the burden of neurological disorders, as measured by the absolute number of DALYs, continues to increase. As populations are growing and ageing, and the prevalence of major disabling neurological disorders steeply increases with age, governments will face increasing demand for treatment, rehabilitation, and support services for neurological disorders. The scarcity of established modifiable risks for most of the neurological burden demonstrates that new knowledge is required to develop effective prevention and treatment strategies. FUNDING:Bill & Melinda Gates Foundation.",doi:https://doi.org/10.1016/S1474-4422(18)30499-X; html:https://europepmc.org/articles/PMC6459001; pdf:https://europepmc.org/articles/PMC6459001?pdf=render
30949070,https://doi.org/10.3389/fpsyt.2019.00109,Real World Implementation of a Transdiagnostic Risk Calculator for the Automatic Detection of Individuals at Risk of Psychosis in Clinical Routine: Study Protocol,Real World Implementation of a Transdiagnostic Risk Calculator for the Automatic Detection of Individuals at Risk of Psychosis in Clinical Routine: Study Protocol.,"Fusar-Poli P, Oliver D, Spada G, Patel R, Stewart R, Dobson R, McGuire P.",,Frontiers in psychiatry,2019,Y,Schizophrenia; Prevention; risk; Psychosis; Transdiagnostic,"Applied Analytics, Better Care",,"Background: Primary indicated prevention in individuals at-risk for psychosis has the potential to improve the outcomes of this disorder. The ability to detect the majority of at-risk individuals is the main barrier toward extending benefits for the lives of many adolescents and young adults. Current detection strategies are highly inefficient. Only 5% (standalone specialized early detection services) to 12% (youth mental health services) of individuals who will develop a first psychotic disorder can be detected at the time of their at-risk stage. To overcome these challenges a pragmatic, clinically-based, individualized, transdiagnostic risk calculator has been developed to detect individuals at-risk of psychosis in secondary mental health care at scale. This calculator has been externally validated and has demonstrated good prognostic performance. However, it is not known whether it can be used in the real world clinical routine. For example, clinicians may not be willing to adhere to the recommendations made by the transdiagnostic risk calculator. Implementation studies are needed to address pragmatic challenges relating to the real world use of the transdiagnostic risk calculator. The aim of the current study is to provide in-vitro and in-vivo feasibility data to support the implementation of the transdiagnostic risk calculator in clinical routine. Method: This is a study which comprises of two subsequent phases: an in-vitro phase of 1 month and an in-vivo phase of 11 months. The in-vitro phase aims at developing and integrating the transdiagnostic risk calculator in the local electronic health register (primary outcome). The in-vivo phase aims at addressing the clinicians' adherence to the recommendations made by the transdiagnostic risk calculator (primary outcome) and other secondary feasibility parameters that are necessary to estimate the resources needed for its implementation. Discussion: This is the first implementation study for risk prediction models in individuals at-risk for psychosis. Ultimately, successful implementation is the true measure of a prediction model's utility. Therefore, the overall translational deliverable of the current study would be to extend the benefits of primary indicated prevention and improve outcomes of first episode psychosis. This may produce significant social benefits for many adolescents and young adults and their families.",doi:https://doi.org/10.3389/fpsyt.2019.00109; html:https://europepmc.org/articles/PMC6436079; pdf:https://europepmc.org/articles/PMC6436079?pdf=render
31650125,https://doi.org/10.1016/s2589-7500(19)30012-3,Machine-readable versions of electronic health record phenotyping algorithms for 308 physical and mental health conditions from 4 million patients,A chronological map of 308 physical and mental health conditions from 4 million individuals in the English National Health Service.,"Kuan V, Denaxas S, Gonzalez-Izquierdo A, Direk K, Bhatti O, Husain S, Sutaria S, Hingorani M, Nitsch D, Parisinos CA, Lumbers RT, Mathur R, Sofat R, Casas JP, Wong ICK, Hemingway H, Hingorani AD.",,The Lancet. Digital health,2019,Y,,The Human Phenome,,"Background:To effectively prevent, detect, and treat health conditions that affect people during their lifecourse, health-care professionals and researchers need to know which sections of the population are susceptible to which health conditions and at which ages. Hence, we aimed to map the course of human health by identifying the 50 most common health conditions in each decade of life and estimating the median age at first diagnosis. Methods:We developed phenotyping algorithms and codelists for physical and mental health conditions that involve intensive use of health-care resources. Individuals older than 1 year were included in the study if their primary-care and hospital-admission records met research standards set by the Clinical Practice Research Datalink and they had been registered in a general practice in England contributing up-to-standard data for at least 1 year during the study period. We used linked records of individuals from the CALIBER platform to calculate the sex-standardised cumulative incidence for these conditions by 10-year age groups between April 1, 2010, and March 31, 2015. We also derived the median age at diagnosis and prevalence estimates stratified by age, sex, and ethnicity (black, white, south Asian) over the study period from the primary-care and secondary-care records of patients. Findings:We developed case definitions for 308 disease phenotypes. We used records of 2 784 138 patients for the calculation of cumulative incidence and of 3 872 451 patients for the calculation of period prevalence and median age at diagnosis of these conditions. Conditions that first gained prominence at key stages of life were: atopic conditions and infections that led to hospital admission in children (<10 years); acne and menstrual disorders in the teenage years (10-19 years); mental health conditions, obesity, and migraine in individuals aged 20-29 years; soft-tissue disorders and gastro-oesophageal reflux disease in individuals aged 30-39 years; dyslipidaemia, hypertension, and erectile dysfunction in individuals aged 40-59 years; cancer, osteoarthritis, benign prostatic hyperplasia, cataract, diverticular disease, type 2 diabetes, and deafness in individuals aged 60-79 years; and atrial fibrillation, dementia, acute and chronic kidney disease, heart failure, ischaemic heart disease, anaemia, and osteoporosis in individuals aged 80 years or older. Black or south-Asian individuals were diagnosed earlier than white individuals for 258 (84%) of the 308 conditions. Bone fractures and atopic conditions were recorded earlier in male individuals, whereas female individuals were diagnosed at younger ages with nutritional anaemias, tubulointerstitial nephritis, and urinary disorders. Interpretation:We have produced the first chronological map of human health with cumulative-incidence and period-prevalence estimates for multiple morbidities in parallel from birth to advanced age. This can guide clinicians, policy makers, and researchers on how to formulate differential diagnoses, allocate resources, and target research priorities on the basis of the knowledge of who gets which diseases when. We have published our phenotyping algorithms on the CALIBER open-access Portal which will facilitate future research by providing a curated list of reusable case definitions. Funding:Wellcome Trust, National Institute for Health Research, Medical Research Council, Arthritis Research UK, British Heart Foundation, Cancer Research UK, Chief Scientist Office of the Scottish Government Health and Social Care Directorates, Department of Health and Social Care (England), Health and Social Care Research and Development Division (Welsh Government), Public Health Agency (Northern Ireland), Economic and Social Research Council, Engineering and Physical Sciences Research Council, National Institute for Social Care and Health Research, and The Alan Turing Institute.",doi:https://doi.org/10.1016/S2589-7500(19)30012-3; html:https://europepmc.org/articles/PMC6798263; pdf:https://europepmc.org/articles/PMC6798263?pdf=render
PPR72765,https://doi.org/10.12688/wellcomeopenres.15151.1,Causes of death among homeless people: a population-based cross-sectional study of linked hospitalisation and mortality data in England,Causes of death among homeless people: a population-based cross-sectional study of linked hospitalisation and mortality data in England.,"Aldridge RW, Menezes D, Lewer D, Cornes M, Evans H, Blackburn RM, Byng R, Clark M, Denaxas S, Fuller J, Hewett N, Kilmister A, Luchenski S, Manthorpe J, McKee M, Neale J, Story A, Tinelli M, Whiteford M, Wurie F, Hayward A.",,No Journal Info,2019,N,,Improving Public Health,,"Background : Homelessness has increased by 165% since 2010 in England, with evidence from many settings that those affected experience high levels of mortality. In this paper we examine the contribution of different causes of death to overall mortality in homeless people recently admitted to hospitals in England with specialist integrated homeless health and care (SIHHC) schemes.  Methods : We undertook an analysis of linked hospital admission records and mortality data for people attending any one of 17 SIHHC schemes between 1st November 2013 and 30th November 2016. Our primary outcome was death, which we analysed in subgroups of 10th version international classification of disease (ICD-10) specific deaths; and deaths from amenable causes. We compared our results to a sample of people living in areas of high social deprivation (IMD5 group). Results : We collected data on 3,882 individual homeless hospital admissions that were linked to 600 deaths. The median age of death was 51.6 years (interquartile range 42.7-60.2) for SIHHC and 71.5 for the IMD5 (60.67-79.0).  The top three underlying causes of death by ICD-10 chapter in the SIHHC group were external causes of death (21.7%; 130/600), cancer (19.0%; 114/600) and digestive disease (19.0%; 114/600).  The percentage of deaths due to an amenable cause after age and sex weighting was 30.2% in the homeless SIHHC group (181/600) compared to 23.0% in the IMD5 group (578/2,512). Conclusion : Nearly one in three homeless deaths were due to causes amenable to timely and effective health care. The high burden of amenable deaths highlights the extreme health harms of homelessness and the need for greater emphasis on prevention of homelessness and early healthcare interventions.",doi:https://doi.org/10.12688/wellcomeopenres.15151.1
30835202,https://doi.org/10.7554/elife.43657,An atlas of polygenic risk score associations to highlight putative causal relationships across the human phenome,An atlas of polygenic risk score associations to highlight putative causal relationships across the human phenome.,"Richardson TG, Harrison S, Hemani G, Davey Smith G.",,eLife,2019,Y,Human; Genetics; Genomics; Causal Inference; Mendelian Randomization; Genetic Liability; Phenome-wide Association Study; Polygenic Risk Scores,The Human Phenome,,"The age of large-scale genome-wide association studies (GWAS) has provided us with an unprecedented opportunity to evaluate the genetic liability of complex disease using polygenic risk scores (PRS). In this study, we have analysed 162 PRS (p<5×10-05) derived from GWAS and 551 heritable traits from the UK Biobank study (N = 334,398). Findings can be investigated using a web application (http:‌//‌mrcieu.‌mrsoftware.org/‌PRS‌_atlas/), which we envisage will help uncover both known and novel mechanisms which contribute towards disease susceptibility. To demonstrate this, we have investigated the results from a phenome-wide evaluation of schizophrenia genetic liability. Amongst findings were inverse associations with measures of cognitive function which extensive follow-up analyses using Mendelian randomization (MR) provided evidence of a causal relationship. We have also investigated the effect of multiple risk factors on disease using mediation and multivariable MR frameworks. Our atlas provides a resource for future endeavours seeking to unravel the causal determinants of complex disease.",doi:https://doi.org/10.7554/eLife.43657; html:https://europepmc.org/articles/PMC6400585; pdf:https://europepmc.org/articles/PMC6400585?pdf=render
30819382,https://doi.org/10.1016/j.jchf.2019.01.009,Adverse Drug Reactions to Guideline-Recommended Heart Failure Drugs in Women: A Systematic Review of the Literature,Adverse Drug Reactions to Guideline-Recommended Heart Failure Drugs in Women: A Systematic Review of the Literature.,"Bots SH, Groepenhoff F, Eikendal ALM, Tannenbaum C, Rochon PA, Regitz-Zagrosek V, Miller VM, Day D, Asselbergs FW, den Ruijter HM.",,JACC. Heart failure,2019,N,Women; Sex differences; Heart Failure; Adverse drug reactions; Sex-specific Reporting,The Human Phenome,,"OBJECTIVES:This study sought to summarize all available evidence on sex differences in adverse drug reactions (ADRs) to heart failure (HF) medication. BACKGROUND:Women are more likely to experience ADRs than men, and these reactions may negatively affect women's immediate and long-term health. HF in particular is associated with increased ADR risk because of the high number of comorbidities and older age. However, little is known about ADRs in women with HF who are treated with guideline-recommended drugs. METHODS:A systematic search of PubMed and EMBASE was performed to collect all available information on ADRs to angiotensin-converting enzyme inhibitors, β-blockers, angiotensin II receptor blockers, mineralocorticoid receptor antagonists, ivabradine, and digoxin in both women and men with HF. RESULTS:The search identified 155 eligible records, of which only 11 (7%) reported ADR data for women and men separately. Sex-stratified reporting of ADRs did not increase over the last decades. Six of the 11 studies did not report sex differences. Three studies reported a higher risk of angiotensin-converting enzyme inhibitor-related ADRs in women, 1 study showed higher digoxin-related mortality risk for women, and 1 study reported a higher risk of mineralocorticoid receptor antagonist-related ADRs in men. No sex differences in ADRs were reported for angiotensin II receptor blockers and β-blockers. Sex-stratified data were not available for ivabradine. CONCLUSIONS:These results underline the scarcity of ADR data stratified by sex. The study investigators call for a change in standard scientific practice toward reporting of ADR data for women and men separately.",doi:https://doi.org/10.1016/j.jchf.2019.01.009
